efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
MONDO_0012209,Branchiogenic deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009575,Thiamine-responsive megaloblastic anemia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1000355,Pleural mesothelioma,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0008970,Blomstrand lethal chondrodysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009145,Schöpf-Schulz-Passarge syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007195,Cat-scratch disease,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_50918,Kikuchi-Fujimoto disease,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Martinique)",2025
MONDO_0012035,Craniosynostosis-intracranial calcifications syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011022,Potocki-Shaffer syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012032,Braddock syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018869,Cobblestone lissencephaly,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0018870,Generalized arterial calcification of infancy,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0011229,Ethylmalonic encephalopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_541423,Growth delay-intellectual disability-hepatopathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_51636,WHIM syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_51890,Anterior cutaneous nerve entrapment syndrome,249750,75.0,"Orphanet Annual incidence (6-9 / 10 000, Netherlands)",2025
MONDO_0014953,GNB5-related intellectual disability-cardiac arrhythmia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0029134,EBV-induced lymphoproliferative disease due to CARMIL2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013803,Leukoencephalopathy with calcifications and cysts,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007077,Tietz syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0060582,Auditory neuropathy-optic atrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0020094,Lambert-Eaton myasthenic syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
Orphanet_542643,Livedoid vasculopathy,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
MONDO_0011676,PHACE syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018542,Severe congenital neutropenia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009706,Hereditary myopathy with lactic acidosis due to ISCU deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009685,Miyoshi myopathy,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0034092,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_45453,Incessant infant ventricular tachycardia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_45452,Idiopathic neonatal atrial flutter,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0007747,Isolated hyperchlorhidrosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011719,Gastrointestinal stromal tumor,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
MONDO_0007614,Congenital fibrosis of extraocular muscles,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
EFO_1000691,Epidermolysis bullosa acquisita,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0034099,SYNGAP1-related developmental and epileptic encephalopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0009313,Linear IgA dermatosis,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Germany)",2025
Orphanet_46485,Superficial pemphigus,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
EFO_1000680,Mucous membrane pemphigoid,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Germany)",2025
MONDO_0008179,Paroxysmal extreme pain disorder,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018744,Oligodendroglial tumor,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
MONDO_0011816,Lathosterolosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1000157,Primary central nervous system lymphoma,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
MONDO_0007154,Brain arteriovenous malformation,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0008209,Char syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_48372,Nodular regenerative hyperplasia of the liver,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Spain)",2025
Orphanet_48162,Lewis-Sumner syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
Orphanet_48104,Pyoderma gangrenosum,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
Orphanet_544503,RNF13-related severe early-onset epileptic encephalopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0033642,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0060490,PRUNE1-related neurological syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_544628,Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_544602,Congenital myopathy with reduced type 2 muscle fibers,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1000771,Subcorneal pustular dermatosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0034121,NAD(P)HX dehydratase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_555407,NAD(P)HX epimerase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019052,Rare inborn errors of metabolism,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Germany)",2025
MONDO_0010753,FLNA-related X-linked myxomatous valvular dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_556955,Pancreatic agenesis-holoprosencephaly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_557064,Neonatal epileptic encephalopathy due to glutaminase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_557056,Spastic ataxia-dysarthria due to glutaminase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0034145,Oculoskeletodental syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90065,Acquired aneurysmal subarachnoid hemorrhage,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0037398,Pneumonia caused by Pseudomonas aeruginosa infection,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0019544,Cocaine intoxication,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
EFO_0700108,Non-infectious posterior uveitis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_519384,Congenital cystic eye,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019542,Acute liver failure,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_519388,Autosomal recessive anterior segment dysgenesis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90064,Acute peripheral arterial occlusion,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_90073,Hepatitis B reinfection following liver transplantation,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_90076,Partial deep dermal and full thickness burns,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_90069,Systemic monochloroacetate poisoning,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
EFO_1001158,Retinopathy of prematurity,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0009238,Hereditary folate malabsorption,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90052,Recurrent hepatitis C virus induced liver disease in liver transplant recipients,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_90051,Sepsis in premature infants,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0043797,Spinal cord injury,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_90060,Diffuse alveolar hemorrhage,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0043373,Sudden sensorineural hearing loss,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_90053,Complications after hematopoietic stem cell transplantation,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0043510,Moderate and severe traumatic brain injury,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0012541,"Deafness with labyrinthine aplasia, microtia, and microdontia",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012559,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019535,Drug-induced autoimmune hemolytic anemia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
Orphanet_90038,Shiga toxin-associated hemolytic uremic syndrome,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
Orphanet_90035,Paroxysmal cold hemoglobinuria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
Orphanet_90036,Mixed-type autoimmune hemolytic anemia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0009340,Non-spherocytic hemolytic anemia due to hexokinase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90033,"Autoimmune hemolytic anemia, warm type",16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0007571,Primary erythromelalgia,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
MONDO_0019531,Hemolytic anemia due to glutathione reductase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010619,X-linked hypophosphatemia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0010446,X-linked cone dysfunction syndrome with myopia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008660,Autosomal dominant hypophosphatemic rickets,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008523,Blau syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0010214,Xeroderma pigmentosum variant,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019571,Autosomal dominant cutis laxa,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019572,Autosomal recessive cutis laxa type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019573,Autosomal recessive cutis laxa type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009242,Brittle cornea syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1001361,Localized scleroderma,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0008696,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0000717,Systemic sclerosis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, United States)",2025
MONDO_0007864,Capillary-lymphatic-venous malformation with segmental distribution,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, United States)",2025
Orphanet_90156,Centrifugal lipodystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90157,Drug-induced localized lipodystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019557,Chilblain lupus,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019558,Discoid lupus erythematosus,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
Orphanet_90285,Lupus erythematosus panniculitis,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
Orphanet_90080,Scarring in glaucoma filtration surgical procedures,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0008960,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_514980,ATP13A2-related parkinsonism,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007312,AIDS wasting syndrome,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0019551,Hereditary motor and sensory neuropathy type 6,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0000182,Hepatocellular carcinoma,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
MONDO_0012549,"Autosomal recessive ataxia, Beauce type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008071,Autosomal dominant progressive nephropathy with hypertension,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019507,Amelogenesis imperfecta,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
EFO_0700106,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009603,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009459,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019506,Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014546,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012089,Ichthyosis-prematurity syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012177,Posterior column ataxia-retinitis pigmentosa syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008610,Tritanopia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0010279,Terminal osseous dysplasia-pigmentary defects syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_88620,Isolated congenital anosmia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011953,Familial acute necrotizing encephalopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013404,S-adenosylhomocysteine hydrolase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009738,Sialidosis type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0009552,Mal de Meleda,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0007445,Dermatopathia pigmentosa reticularis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007857,Keratosis palmaris et plantaris-clinodactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019489,Diffuse palmoplantar keratoderma-acrocyanosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011166,Lymphedema-atrial septal defects-facial changes syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0033864,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007917,Lymphedema-cerebral arteriovenous anomaly-primary pulmonary hypertension syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0700105,Myoclonic epilepsy of infancy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_521450,LAMA5-related multisystemic syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0020831,Congenital vertebral-cardiac-renal anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0005287,Interdigitating dendritic cell sarcoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
Orphanet_521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007276,Follicular dendritic cell sarcoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0060502,PLAA-associated neurodevelopmental disorder,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019479,Histiocytic sarcoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0054833,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010507,Xq25 microduplication syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_521305,Proximal myopathy with focal depletion of mitochondria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_521308,Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015007,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014864,Dystonia-parkinsonism-hypermanganesemia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010976,Autosomal recessive generalized epidermolysis bullosa simplex,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0020726,MUC1-related autosomal dominant tubulointerstitial kidney disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, United States)",2025
MONDO_0008073,UMOD-related autosomal dominant tubulointerstitial kidney disease,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Austria)",2025
EFO_0005269,Rare congenital non-syndromic heart malformation,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0010856,Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010520,X-linked Alport syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0010382,Fragile X-associated tremor/ataxia syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
Orphanet_528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014869,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012833,Crouzon syndrome-acanthosis nigricans syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Worldwide)",2025
MONDO_0013127,"Short rib-polydactyly syndrome, Verma-Naumoff type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, United Arab Emirates)",2025
MONDO_0019662,"Short rib-polydactyly syndrome, Majewski type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011788,Cloverleaf skull-multiple congenital anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019666,"Spondyloepimetaphyseal dysplasia, PAPSS2 type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012019,"Spondyloepiphyseal dysplasia, Kimberley type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011496,Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019638,Renal dysplasia,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, Europe)",2025
MONDO_0033043,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019640,Posterior urethral valve,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_93109,Congenital megacalycosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0060556,Severe myopia-generalized joint laxity-short stature syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019636,"Renal agenesis, unilateral",99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, Worldwide)",2025
Orphanet_527468,Diaphragmatic hernia-short bowel-asplenia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013184,Congenital tufting enteropathy,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Europe)",2025
MONDO_0013758,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019644,"Renal dysplasia, unilateral",99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0010144,Isolated tibial hemimelia,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0019671,Isolated radial hemimelia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0019670,Isolated ulnar hemimelia,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0019672,Isolated fibular hemimelia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0009779,Autosomal recessive omodysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019674,Postaxial polydactyly type B,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Mexico)",2025
MONDO_0019673,Postaxial polydactyly type A,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Mexico)",2025
MONDO_0009845,Pelviscapular dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008271,Polydactyly of an index finger,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0054865,Encephalopathy due to mitochondrial and peroxisomal fission defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008476,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011773,Anauxetic dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011198,"Spondyloepimetaphyseal dysplasia, Missouri type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010076,"Spondyloepimetaphyseal dysplasia, Irapa type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011252,"Spondyloepimetaphyseal dysplasia, Shohat type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019667,Spondyloepiphyseal dysplasia tarda,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0013360,"Brachyolmia, Maroteaux type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011765,Multiple epiphyseal dysplasia type 5,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008477,"Spondylometaphyseal dysplasia, Kozlowski type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008479,"Spondylometaphyseal dysplasia, 'corner fracture' type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008478,"Spondylometaphyseal dysplasia, Schmidt type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009593,"Spondylometaphyseal dysplasia, Sedaghatian type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529962,17q24.2 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529864,Secondary erythromelalgia,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
